职位,薪水,经验,学历,关键词,工作地址
短视频剪辑,5000-8000元·13薪,1-3年,大专,【海文铭佛跳墙】  中国冷冻佛跳墙行业标杆企业  福建省农业产业化省级龙头企业  福州佛跳墙产业协会会长单位  《佛跳墙食品安全地方标准》制定  马尾区预制菜产业协会副会长单位  获得“美国FDA、英国BRC、欧盟IFS“三大国际认证  京东佛跳墙品类TOP1商家  岗位职责：  1.负责公司相关视频帐号的内容素材剪辑。  2.负责根据不同平台要求对视频进行解构编辑。  3.负责视频审美和艺术感把控，能根据前期拍摄脚本及元素素材完成视频，善于利用剪辑技术说故事。  4.主导视频生产的质量与数量，可以独立完成拍摄剪辑，能具体应用公司的相机，摄影机及各种辅助设备。  5.熟练操作影视相关软件；独立完成后期剪辑包装，保证成品质量剪辑。  岗位要求：  1、大专学历，影视制作、新媒体技术、广告、平面设计等相关专业，持视频软件相关证书或接受过相关技能培训；  2、一年以上拍摄剪辑的工作经验，视频拍摄技巧；能熟练使用剪映、ae、premiere、Eduis、vagas等相关软件；  3、有一定的食品生鲜行业影视或短视频后期制作经验，有从事过抖音/快手等短视频平台视频制作经验优先；  4、性格开朗，善于沟通；思维活跃、创新意识强；有较高的审美观。职位福利：五险一金、定期团建、节日福利、绩效奖金、工龄奖、餐补、年终奖,"工作地点
福州晋安区紫阳国际16楼1606 海文铭科技
查看地图"
视频编辑剪辑师,6000-8000元,经验不限,学历不限,"我们是一家集医养结合于一体，涵盖内科、外科等多个科室，且深耕社区医疗服务的综合性医院。为更好地展现医院特色、传播医疗正能量、提升医院品牌影响力，现诚聘一名优秀的视频编辑剪辑师。
岗位职责
独立完成医院相关视频的脚本创作、拍摄、剪辑及发布全流程工作，确保视频质量与传播效果。
负责创建并运营医院 IP，制定精准的养号起号策略，提升医院在各平台的知名度与影响力。
巧妙运用镜头语言，生动呈现医院医疗技术创新的细节，通过影像强化医疗场景的质感。
针对医患沟通及治疗场景，制定合适的拍摄方案，真实、温情地展现医院的医疗服务过程。
开展主题影像工程，全面、真实地呈现医院医养中心的风貌与服务。
独立运营医院在小红书、抖音等各大平台的账号，包括内容发布、粉丝互动、数据监测与分析等。
任职要求
精通 Premiere、Final Cut Pro、AE 等各大剪辑软件，具备扎实的剪辑功底。
拥有良好的文案撰写能力，能为视频配上贴切、生动的文案。
具备较强的独立工作能力，能独自完成视频从脚本到发布的所有环节。
对医疗行业有一定的认知，能准确把握医院视频的风格与定位，善于挖掘医院的亮点与特色。
拥有优秀的镜头感，能运用恰当的镜头语言呈现不同的场景与内容。
具备良好的沟通能力与团队合作精神，能积极配合医院其他部门的工作。
有相关视频编辑剪辑及账号运营经验者优先。
我们能提供
具有竞争力的薪资待遇，具体可面议。
良好的工作氛围与发展平台，医院重视人才培养，将为员工提供专业的培训与晋升机会。
深入了解医疗行业、医养结合模式的独特机会，感受医疗工作的温情与意义。","工作地点
青岛市市北区温州路27号
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
集宁区万达广场(乌兰察布店)1213
查看地图"
视频拍摄剪辑师,4000-7000元,经验不限,大专,"岗位内容：
1. 负责视频剪辑、后期制作，包括素材的选取、处理和编辑等工作。
2. 配合导演的要求完成视频剧本创意的呈现，保证角色、场景、音效等资料的完整性和精准度。
3. 使用专业视频软件，完成音频、视频、特效的调整和混合，确保视觉与听觉效果的协调性。
4. 了解相关技术规范并遵守，制作出符合企业及标准的优秀影片。
任职要求：
1. 具备优秀的剪辑技能，有相关工作经验者优先。
2. 熟练掌握专业剪辑软件，会使用摄影器材。
3. 熟知后期制作流程，对影视行业有充分理解。
4. 具备良好的沟通、协作能力，团队合作意识强。","工作地点
呼和浩特玉泉区金宇国际F座1301
查看地图"
视频拍摄编辑~接受小白~可开实习证明~可晚起~双休,7000-14000元,经验不限,中专/中技,"岗位内容：
1. 负责公司视频、微电影等多媒体制作物的剪辑及后期制作工作。
2. 对剪辑风格、配乐、画面调色方案做出策略建议，以获取更好的制作效果。
3. 利用剪辑手段，将冗长或无关的镜头剪辑掉，突出核心信息，提高制作品质。
4. 整合制作资源，并在时间节点内按要求完成各类视频制作任务。
5. 善于发掘优秀素材，不断创新，提高制作品质，实现预期目标。
任职要求：
1. 熟练使用剪辑软件，有良好的剪辑技巧，3年以上相关工作经验。
2. 拥有敏锐的审美和极强的表现力，熟悉各种影视元素的运用。
3. 具有较高的时间管理能力和责任心，能承受一定的工作压力。
4. 拥有优秀的沟通能力和团队协作精神，能够有效地与导演、平面设计师等协同合作。","工作地点
武汉洪山区保利时代天悦28栋
查看地图"
短视频制作、文案编辑,5000-10000元,经验不限,本科,"岗位内容：
1. 负责视频剪辑、后期制作，包括素材的选取、处理和编辑等工作。
2. 配合导演的要求完成视频剧本创意的呈现，保证角色、场景、音效等资料的完整性和精准度。
3. 使用专业视频软件，完成音频、视频、特效的调整和混合，确保视觉与听觉效果的协调性。
4. 了解相关技术规范并遵守，制作出符合企业及标准的优秀影片。
任职要求：
1. 具备优秀的剪辑技能，有相关工作经验者优先。
2. 熟练掌握专业剪辑软件，如Premiere Pro、Final Cut Pro等。
3. 熟知后期制作流程，对影视行业有充分理解。
4. 具备良好的沟通、协作能力，团队合作意识强。","工作地点
云南省昆明市官渡区彩云北路新螺蛳湾俊发观云海千云荟4幢20-27层(南部汽车地铁站A出口对面)
查看地图"
诚聘摄影摄像师,5000-7000元,1-3年,本科,"岗位内容：
1. 负责各类视频的拍摄、剪辑工作，保证视频质量和创意水准。
任职要求：
1. 熟练掌握剪辑技术，熟悉各种剪辑软件，能够快速完成任务。
2. 具备良好的创新能力和较高的思维活跃度。
3. 较高的学习能力，能根据项目需求不断学习新技术。
4. 具有团队合作精神和高度的责任心，有良好的沟通能力和表达能力。","工作地点
东昌府区西安交大聊城科技园-8栋5楼（实际办公地点在开发区当代附近）
查看地图"
视频编辑专员,4000-8000元,滨江,1-3年,1.前期文案收集与编写  2.视频拍摄与视频剪辑  3.新媒体账号的运营与维护,"工作地点
哈尔滨市-道外区-黑龙江省哈尔滨市景阳街322号A座5楼
查看地图"
新媒体视频编辑,8000-10000元,1-3年,本科,"岗位职责：
1、负责短视频内容的剪辑、包装及后期制作，独立完成从素材到成片的完整流程
2、运营微信视频号账号，包括内容发布、粉丝互动、数据监控及优化
3、参与视频选题策划，结合热点产出符合品牌调性的创意脚本
4、分析视频号后台数据，优化内容策略提升播放量、互动率及转化率
5、对接拍摄团队及跨部门协作，确保内容按时保质交付
6、管理视频素材库，定期整理归档项目文件
【任职要求】
1、能听懂粤语，能处理粤语素材或对接粤语团队
2、两年年以上新媒体行业经验，熟悉短视频生态及平台规则，教培行业优先；
熟练掌握PR/Final Cut/DaVinci等剪辑软件，会使用AE/PS等辅助工具
3、有成功运营视频号案例，熟悉视频号推流机制及变现玩法
4、网感强，熟悉小红书，微信视频号等平台爆款逻辑
5、具备良好的审美能力、节奏感及音乐把控力；
6、抗压能力强，能响应热点快速产出内容
【加分项】
1、会说粤语或能进行粤语文案撰写，了解DSE课程体系
2、有0-1账号孵化经验
3、懂基础拍摄及布光
4、具备直播跟场经验","工作地点
福田区深圳国际商会大厦-B座20层
查看地图"
新媒体视频剪辑,6000-8000元,1-3年,大专,"1、负责公司自有品牌的小红书、抖音、视频号运营内容剪辑及运营；
2、负责宠物方向达人的对接与沟通落地；
3、负责账号的数据管理，定期做数据盘点。
任职资格：
1、有宠物食品相关视频剪辑经验；
2、有信息流广告剪辑经验；
3、有爆款视频成果。","工作地点
北京石景山区中海大厦B座301-2
查看地图"
线上居家兼职/图文视频编辑/无需经验,100-200元/天,经验不限,学历不限,"1、职位信息
工作平台:快手
工作具体内容:编辑图片/视频/短视频带货
工作要求:每天1-3条，时间自由，按单提成制，多劳多得
2、薪资详情
薪资范围5000-10000
薪资结构:提成
结算方式:日结
3、收费情况
是否收费:否
收费项目(如有):否
收费标准(如有):否","工作地点
东兴区内江东兴万达广场1456
查看地图"
拍摄剪辑,4000-7000元,1-3年,大专,"岗位描述：
1. 负责新媒体平台（抖音、视频号、小红书等）短视频的全流程制作，包括选题配合、脚本落地、拍摄执行、后期剪辑、配乐调色等。
2. 紧跟平台热点趋势，结合品牌宣传，创作符合用户喜好的创意视频内容，提升视频传播力和账号影响力。
3. 配合团队完成各类主题拍摄（产品展示、生产现场、企业文化宣传等），优化拍摄流程，保证素材质量。
4. 管理视频素材库，定期整理归档，确保素材安全可追溯；根据数据反馈优化视频内容形式。
5. 定期分析自媒体平台数据，优化拍剪质量与传播效果，增加自媒体平台粉丝数和用户活跃度。
职位要求：
1. 大专以上学历，1年以上拍摄、剪辑工作经验。
2. 熟练使用视频剪辑软件，熟悉抖音、视频号、快手、小红书、拼多多、淘宝等主要平台的视频运作流程。
3. 具备一定的文案撰写和编辑能力，对热点事件有敏感度。
4. 具备良好的沟通、协作能力，团队合作意识强。有食品行业相关工作经验优先考虑。
福利待遇：
基本工资+提成，五险、包吃住、生日慰问、节日礼品、团队建设等。
此岗位上班地址在璧山大路，包吃住，请谨慎投递。","工作地点
重庆市璧山区大路街道团坝村四社
查看地图"
视频编辑,6000-10000元,1-3年,学历不限,"职位描述
1.岗位负责新媒体的创意短视频制作，并能够及时根据平台数据反馈做优化调整；
2.根据项目需求能独立完成视频的脚本撰写、拍摄、剪辑到出片，并对最终成片负责；
3. 了解绝大部分视频风格的拍摄，根据已有创意进行脚本策划，并能够与其他部门成员沟通提出视频拍摄以及制作等方向的建议；
4. 负责完成对所剪辑视频成品配合过审等工作，并整理项目的源素材及相关素材文件.
任职要求
1.有一年以上短视频拍摄剪辑经历，并能独立完成视频剪辑制作；
2. 擅长捕捉互联网热点事件与话题，思维活跃，了解各类广告渠道视频风格；
3. 有创意，脑洞大，善于分析，沟通能力强，能和其他部门高效协作；
4. 精炼运用视频及设计软件，能调色/调音/制作特效；
5.编导专业、影视后期制作、摄影摄像技术等专业背景，接受能力优秀的应届毕业生。
投递简历时请同时附上个人作品集！！！","工作地点
武汉洪山区海康威视大厦f4栋1101
查看地图"
视频编辑,4000-8000元,1-3年,大专,"【任职要求】
1、会使用专业摄影摄像器材（单反及摄像机）；
2、会使用Premiere、AE、Auditio、PS等编辑软件；
3、对作品的主题创意、标版设计、动画、质感、节奏、色彩等方面有较好的把握；
4、有独立完成视频的拍摄、剪辑、合成、制作的工作经验；
5、有良好的团队意识以及较强的主动性和创造性。
【职位描述】
1、负责教学视频的拍摄、编辑制作（按照相关要求进行视频剪辑、压缩、制作、音频处理、以及字幕的制作等）；
2、领导交办的其他事务。","工作地点
合肥包河区徽盐世纪广场B座
查看地图"
