职位,薪水,经验,学历,关键词,工作地址
学前班班主任,4000-5000元,经验不限,大专,"职位描述
早教中心
幼儿园
大班教学
幼师资格证
教师
幼师
培训/辅导服务
任职要求：
1. 学前（幼教，小学）教育相关专业，本科及以上学历，有教师资格证；
2. 形象气质佳，有爱心，有责任心
3. 教学能力强，善于沟通，积极向上，要有管理班级的能力和较强的团队协作精神。
工作地点：南岗、香坊、道外
周末双休，节日福利，带薪寒暑假，五险，午餐，员工子女入学享受折扣。","工作地点
哈尔滨香坊区艾米国际幼儿园
查看地图"
幼儿带班老师,4000-7000元,经验不限,本科,"职位描述
学前教育
亲子教育
幼儿园托管教师
培训/辅导服务
文化艺术/娱乐
海淀外国语教育集团幼儿园朝阳园区拟招聘幼儿带班教师1名，任职信息具体如下，欢迎有识之士诚挚加入：
任职要求：
本科及以上学历，学前教育相关专业；
持幼儿教师资格证；
有带班经验和职称者优先。

工作地点：
北京朝阳园区：朝阳区高碑店兴隆西街2号

职位福利：五险一金、包吃、带薪年假、节日福利、绩效奖金、包住","工作地点
北京市朝阳区高碑店兴隆西街2号
查看地图"
亲子乐园招儿童脸绘双休,5000-6000元,1-3年,大专,"职位描述
幼师
幼师资格证
美术
保育员
脸绘
亲子乐园
任职要求：
1、大专及以上学历，喜爱小朋友；
2、热爱生活，开朗大方，有较强的服务意识和亲和力，能与小朋友的家长良好沟通；
3、具有销售、幼师或者护理经验者优先考虑；
4、能流利使用普通话；会儿童脸绘优先
5、品行端正，无不良嗜好和记录，无纹身，无染发，无美甲；
6、接受弹性工作制和不同班次的安排。
岗位职责：
1、按照领导要求，确保正常营业时间内乐园区域的秩序和安全。
2、主动接待客户、热情、礼貌、耐心、周到地引导小朋友玩耍；
3、善于向宝宝家长介绍乐园票务，乐园设施及其他活动；
4、配合领班工作，服从领班或以上领导指挥，团结及善于帮助同事工作；
5、积极参加培训，不断提高服务技能。
薪资待遇： 4-5K
【福利待遇】
①入职购买社保、法定节假日三薪
②晋升机会多
③周休2天，固定休周一，周二三四排班一天休息，不保证连休，周五、周末、法定节假日、上班（法定节假日三薪）
④排班轮休制(9:00-18:00.12:00-21:00)，不接受指定班次:
⑤入职享受餐补、免费工装、带薪年假、生日福利、节日福利、员工福利等。","工作地点
成都市-成华区-东郊记忆成都舞台旁，服务岛对面，成都舞台南楼1-4楼
查看地图"
幼儿园老师,3000-5000元,经验不限,中专/中技,职位描述幼儿园早教中心托育中心幼师资格证保育员职业资格证书一、岗位职责：   *主班老师：   1、负责幼儿一日活动、班级教育教学工作，制定本班的教学计划；   2、负责幼儿园的家庭教育指导工作，定期向家长汇报幼儿在园情况；   3、收集、整理家园教育资料，并及时归档   4、定期向园长汇报工作，接受其检查和指导；  5、完成关于班级幼儿的各项资料填写；   *副班老师：  1、与主班教师共同制定教学计划，配合开展教学活动；   2、配合主班做好家长联系工作   3、协助保育员做好班级财产和幼儿的物品、教育管理；  4、严格执行园内安全、卫生保健制度；  *实习生：   1、负责协助主班、副班、保育员维持班级课堂秩序   2、负责协助保育员照顾幼儿一日生活   3、负责协助主班、副班日常工作资料填写   4、听从园长和主、副班老师的建议与指导，完成其他任务；   二、岗位要求：  1、学历在中专或以上，学前教育专业优先；   2、有幼师资格证优先；   3、喜欢小朋友，有耐心，细心，责任心；  4、有较强的教学经验，环境布置水平优先；  三、福利待遇： 五险一金、年底有年终奖金，周末双休，带薪年假、课程补贴、加班补贴、节日补贴、证书补贴，幼儿园提供食宿；   四、工作地点： 按每个区域的园区具体地址为准！岗位发布上的地址为总部地址！,"工作地点
新海燕实验幼儿园(凤南园区)广州市海珠区泰沙路凤阳街32号首层
查看地图"
诚聘早教师月薪12000+,1.2-1.8万,经验不限,本科,"职位描述
保育员
托管老师
助教
家庭
普通话水平测试一级甲等证书
岗位内容：
1. 教授幼儿基础知识和社交技能；
2. 协助制定周计划，监督各类教学活动的顺利执行；
3. 提供全方位的幼儿保育，记录学生日常表现和成长状况。
任职要求：
1. 具有良好的组织和时间管理能力；
2. 热爱孩子，能够营造温馨和谐的教育环境；
3. 可以适应灵活的工作安排和多任务工作压力。","工作地点
北京市朝阳区广渠路29号双井桥东侧5号楼A座负一层
查看地图"
引导师/儿童引导师,5000-10000元,经验不限,大专,"职位描述学前教育保育员儿童引导师引逗师摄影指导摄影助理学校/学历教育  岗位职责：  1、负责拍照前宝宝服饰挑选/造型选定；  2、负责拍摄过程在引导宝宝情绪及动作,协助摄影师完成现场拍摄，保护宝宝安全性；  3、宝宝休息时陪同及协助家长；  招聘需求：  1、学前教育或护理专业优先录取；、  2、有育儿经验者优先录取；  3、对摄影行业有浓厚兴趣，具备一定审美观；  4、责任心强，细心，有耐心。  福利待遇：  薪酬：无责底薪+提成+奖金 平均月薪5000-10000左右，上不封顶哦！！！  福利：月度、季度、年度公司均设有荣誉机制，均有机会获得奖金、荣誉！  晋升：让优秀的人有施展才华的机会，和收获财富的空间！  社保：试用期2个月，购买国家五险！  成长：各种学习培训机会，提升技术技巧，增长眼界格局。  这里是一份工作，也是一份事业，更是一个有爱的大家庭！！  工作地点：  南门店：成都市天府新区麓山国际社区麓镇木莲街3号9栋202  面试地点：总部：青羊区青羊工业园区K区17栋东南门 5楼  工作时间：9点-18点    休息时间：月休 四天职位福利：带薪年假、员工旅游、绩效奖金、试用期全额、节日福利、五险","工作地点
成都双流区马克叔叔的照相馆(南门店)木莲街9栋202
查看地图"
幼儿园配班老师,3000-4000元,1-3年,大专,"职位描述
教师
幼儿园
幼师资格证
配班
岗位职责：
1、热爱幼教事业，热爱平凡的生活，有责任心和爱岗敬业精神。
2、认同本园教育理念，努力学习专业知识、技能，以及一些管理知识。
3、根据园计划的目标结合本班幼儿的发展水平和家长的实际情况制定班务计划，完成教育教学任务，及积极促进幼儿健康全面发展。
4、严格遵守各项管理制度，保障幼儿安全健康。5、通过多种形式与家长共同配合完成教育任务。6、完成园所的其他工作。
任职资格：
1、学历：大专及以上学历；教师资格证
2、专业：学前教育、教育、心理、英语等相关专业；
3、
工作经验：1年以上
4、能力要求：热爱幼儿教育事业，熟悉幼儿身心发展特点
5、特别优秀者可适当放宽条件。
职位福利：节日福利、五险一金","工作地点
天津西青区保利和光尘樾北门旁
查看地图"
诚聘双休五险年假幼儿教育老师,4000-8000元,1-3年,本科,"职位描述
助教
幼儿园
早教中心
培训机构
幼师资格证
岗位内容：
1. 实施幼儿教育计划并监督学生学习进展；
2. 管理教室和学生行为，维持一个安全、积极的学习环境；
3. 与家长协商沟通，创建亲密的师生关系。
任职要求：
1. 拥有不少于两年的幼儿教育工作经验；
2. 具有幼儿或相关领域的本科及以上学历；
3. 热爱幼儿教育且具有耐心和细心的态度；
4. 能够主动解决问题且善于沟通交流。","工作地点
合肥蜀山区明珠广场以北欧洲风情街D03栋
查看地图"
幼儿园班主任（双休+免费食宿）,3000-4000元,1-3年,大专,"职位描述
幼儿园
幼师资格证
工作职责:
1、全面负责本班教学工作，根据《幼儿园工作规程》提出的要求及每学期园务工作的安排，结合本班实际，制定班主任工作计划并认真执行；
2、制定班务工作计划，定期召开班务会，及时传达幼儿园园务会议精神，解决处理本班出现的问题，做好班组期末总结；
3、团结班级成员努力完成教养任务，协调班级工作，为班级创设宽松、和谐、愉快的工作氛围；
4、定期召开家长会，向家长介绍本班教育教学计划及活动安排，组织家访，做好家访及家园联系记录。
任职条件：
1、三年以上幼教经验，其中有一年以上主班经验；
2、大专以上学历；
3、热爱教育工作，喜欢小孩，有耐心。
4、具备幼儿教师资格证

职位福利：周末双休、包吃、绩效奖金、全勤奖","工作地点
大同平城区晨祥苑金苹果双语学校
查看地图"
幼儿园老师,80-100元/天,,大专,"职位描述
可转正
实习证明
幼儿园
早教中心
幼儿园老师
工作内容：
1. 实施符合国家标准的幼儿园课程；
2. 评估孩子的学习进度并提供个性化指导；
3. 与家长沟通孩子的成长和进步；
4. 参与教育研究，不断更新教育理念和方法。
岗位要求：
1. 学前教育或相关专业专科及以上学历；
2. 热爱教育事业，有耐心和责任心；
3. 良好的沟通能力和团队合作精神。
4.应届实习生优先考虑","工作地点
四川省成都市新都区学院路东段300号
查看地图"
7500起招聘早教师,8000-12000元,1-3年,初中及以下,"职位描述
早教中心
托育中心
幼儿园
1.负责幼儿日常教学工作，设计并实施适合幼儿年龄特点的教学活动。
2. 关注幼儿发展，定期与家长沟通交流，反馈幼儿学习情况。
3. 组织各类游戏和活动，激发幼儿的学习兴趣和潜能。
【任职要求】
1.教育专业或相关专业。
2. 普通话水平良好。
3.具有较强的责任心和爱心。
4.具备良好的沟通能力和团队协作精神。
【福利待遇】
1.基本工资7500元/月，按月发放。
2•月休4天","工作地点
中山和美家政小榄镇东区升平东路16号三楼
查看地图"
实习教师幼师,2000-3000元,经验不限,大专,"职位描述
幼教
幼儿园实习生
岗位内容：
1. 帮助主班老师准备教学材料，如制作教具、布置教室环境等，以支持教学活动的顺利开展；
2. 照顾幼儿生活起居：协助保育老师照顾幼儿的日常生活，包括进餐、午睡、饮水等环节，培养幼儿良好的生活习惯；
3. 与保育老师一起打扫教室卫生，保持环境整洁，为幼儿提供健康的学习生活环境。
任职要求：
1. 亲和力佳，具有良好沟通能力；
2. 热爱孩子，能够营造温馨和谐的教育环境；
3. 可以适应灵活的工作安排。
提供免费住宿+每日三餐，签订三方协议，实习优秀可留园，缴纳北京市五险一金","工作地点
朝阳区北京蓝星幼儿园434号
查看地图"
