职位,薪水,经验,学历,关键词,工作地址
消化内科医生,4000-8000元,经验不限,本科,"（一）岗位职责：
1、负责内镜室日常的诊断、治疗工作;
2、与护士一起,组织实施有关内镜室的管理规定与制度。
3、负责对下级医师和进修医师的指导与带教。
4、负责内镜检查与治疗的质量控制，严格执行诊疗的各项规程、规章。
5、制定符合实际的培训计划及业务学习计划,不断提高自身的业务水平。
6、交待有关的医疗建议,解答患者询问。
7、密切联系临床,加强信息反馈,做好内镜诊疗与临床、手术、病理的追踪随访。
8、爱惜仪器,正确使用仪器,落实仪器的保养与维护。
（二）职位要求：
1、临床医学或内科学专业（消化内科学方向），本科及以上学历。
2、具有执业医师资格证或取得住院医师规范化培训合格证者优先；有二级及以上综合医院消化内科工作经历、主治及以上职称者先考虑。","工作地点
兰山区临沂商城国际会展中心
查看地图"
内科医生+月休八天,1-1.5万,3-5年,本科,【岗位职责】1、负责客户见诊、开处方等相关诊疗工作；2、提供高水平的医疗服务，确保准确、及时为客户做诊断；3、做好临时应急事项处理，包括但不限于输液反应等。  【任职要求】  1、优先本科学历及以上，具备医师资格证书、执业医师证书；  2、具备 3 年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；  3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；  4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；  5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；  6、有创新医学思维，善于接受新鲜事物。     福利：五险一金，朝九晚六、月休八天、节日福利、生日福利等；,"工作地点
常德武陵区三角场社区维他滴诊所
查看地图"
内科医生,1-2万,5-10年,中专/中技,"职位名称：内科医生
岗位职责：
1. 负责日常内科疾病的诊断和治疗工作
2. 对患者进行认真细致的检查、记录病例
3. 参与制定患者的治疗方案，跟踪治疗效果
4. 参与科室间的会诊，提高医疗质量
5. 遵守医疗法规，执行医疗标准，严防差错事故
岗位要求：
1. 本科及以上学历，临床医学相关专业
2. 具备执业医师资格证，有内科临床经验
3. 熟悉内科常见病、多发病的诊疗流程
4. 具备良好的沟通能力和团队合作精神
5. 具备良好的职业道德和敬业精神","工作地点
南通海门区中天·瑞堂家园
查看地图"
内科医生,5000-6000元,5-10年,大专,岗位要求：     1.临床医学，内科专业，专科以上学历       2.具有医师执业资格证       3.熟练掌握专业理论知识，熟悉内科常见疾病，多发病的诊断及鉴别诊断，治疗原则，同时具备多领域的学科知识       4.具有高度的责任心及团队意识和良好的沟通能力，良好的职业道德和严谨的工作态度       5.具备一定的工作经验        职位福利：五险一金、绩效奖金、节日福利、每年多次调薪,"工作地点
大连金州区东北四街74号,倚山里99号楼
查看地图"
内科医生 不用来坐诊，在家工作也可以，外省医师也欢迎,1-1.8万,5-10年,大专,"岗位内容：
1. 为内科患者提供全面的医疗服务，负责制定和实施治疗方案。
2. 协调医院各科室的医疗资源，确保患者得到最佳的治疗和护理。
3. 参与或主持内部和外部培训课程，提高自身专业技能和知识水平。
4. 遵循医疗伦理规范，秉承服务理念，保障患者权益。
任职要求：
1. 具有医学相关专业学位。
2. 具备一定的内科医学知识背景和工作经验。
3. 具有良好的沟通、组织协调和团队合作能力。
4. 积极、主动，能够承受工作压力。","工作地点
南通市-海门区-发展大道
查看地图"
内科医生,5000-9000元,3-5年,大专,"岗位要求：
1.临床医学，内科专业，专科以上学历
2.具有医师执业资格证
3.熟练掌握专业理论知识，熟悉内科常见疾病，多发病的诊断及鉴别诊断，治疗原则，同时具备多领域的学科知识
4.具有高度的责任心及团队意识和良好的沟通能力，良好的职业道德和严谨的工作态度
5.具备一定的工作经验","工作地点
金州区大连外启医院
查看地图"
血透肾内科医生,1.2-1.5万,经验不限,本科,岗位职责：     1.负责肾病/血透室日常诊疗服务工作       2.血透临时导管、长期导管插入手术及拔出，可独立完成静脉导管拔出术  3.动静脉内瘘狭窄扩张术（PTA），在上级医师指导下完成动静脉内瘘狭窄扩张术  4.动静脉内瘘血栓溶栓及碎栓术  5.可独立完成静脉长期管溶栓     任职资格：       1、中医或中西医结合专业   2、统招本科及以上学历   3、主治以上职称,"工作地点
北京市-昌平区-王府街1号
查看地图"
内科医生,8000-12000元,1-3年,本科,"保健医生负责宾客的日常健康管理工作。
（1）健康管理工作：具体包括信息采集、体格检查、健康评估、健康干预（指标监测、健康宣教、用药指导、饮食指导、康复建议、专科诊疗建议等）及效果评价。负责向宾客解读健康评估报告及健康体检报告。
（2）健康档案管理：负责宾客健康档案的建立与维护管理工作，包括健康档案首页、入住健康记录、综合评估记录（老年人能力评估量表、老年综合征评估量表、照护风险评估量表、康复评估量表、营养评估量表、心理评估量表、社工评估量表等）、健康干预计划、健康干预执行单、日常健康记录、慢病管理记录、季度小结、转区记录、检验检查报告单、家属沟通记录单、知情同意书、风险告知书、医院就诊记录、出院记录及退住记录。
（3）开药：慢病稳定期代开药及出现轻微症状时开具非处方药（3天内症状未见明显改善转至综合门诊进一步诊疗）。
（4）慢病监测：按照慢病管理路径，定期开具检验检查单，持续监测慢病相关指标。","工作地点
廊坊燕郊开发区燕郊经济技术开发区思菩兰南路燕达国际健康城
查看地图"
内科医生,8000-12000元,5-10年,本科,"内科医生
5年以上工作经验
具备执业医师资格证证件","工作地点
芜湖繁昌区安定东路与龙亭东路交叉口南260米 151-05539555
查看地图"
内科医生+月休八天,1-1.5万,3-5年,本科,【岗位职责】  1、负责客户见诊、开处方等相关诊疗工作；  2、熟悉静脉营养滴注技术，拥有良好的沟通能力和服务意识，能够为客户量身定制个性化健康咨询与干预方案；  3、提供高水平的医疗服务，确保准确、及时为客户做诊断；  4、做好临时应急事项处理，包括但不限于输液反应等。  【任职要求】       1、本科学历及以上，45岁以内；具备医师资格证书、执业医师证书（5年以上优先）；   2、具备 3 年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；   3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；   4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；   5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；   6、有创新医学思维，善于接受新鲜事物。       福利：       1、综合薪资税前10-15k，面试定薪，包括80%基本工资、20%绩效，试用期薪资不打折；    2、入职全额缴纳五险一金（试用期也买），节假日福利；月休八天无夜班。    3、提供成都总部综合医院系统化培训；    4、各类带薪假期：年假、婚假、病假、产假、陪产假、丧假等；    5、出差补贴、服装补贴/免费工装、异地外派补贴等；    6、法定节假日三倍加班工资及补贴、外派轮岗机会、全国诊所交流学习、主题沙龙；医生继续教育，医学院学习机会。                   全国多个城市可安排。,"工作地点
湖州吴兴区锦玉园维他滴诊所
查看地图"
康复医学科-内科医生,8000-12000元,3-5年,大专,"1、参加门诊、出诊和危重伤病员的抢救工作，实行首诊医师负责制，对病员应进行认真检查、诊断、治疗、开具处方、医嘱，并检查其执行情况，同时根据病情需要，做一些必要的检查。
2、认真书写病历、填写门诊日志，发现疫情，及时报告并登记。
3、对危重、疑难病例，应主动向主治医师报告其诊断上、治疗上的困难以及病情变化，提出转诊或会诊的意见。
4、认真执行各项规章制度和技术操作规程，亲自操作或指导护士进行各种重要的检查和治疗，严防差错事故。
5、学习运用国内外先进诊疗技术，开展新业务、新技术和科研工作，及时总结经验，撰写学术论文。
6、参加门诊部值班。

职位福利：绩效奖金、餐补、包住、定期体检、节日福利、社保","工作地点
许昌长葛市魏武大道与森源路交叉口
查看地图"
内科医生,1-1.5万,经验不限,本科,"岗位职责：
1、负责客户见诊、开处方等相关工作；
2、提供高水平的医疗服务，确保准确做出诊断；
3、做好临时应急事项处理，如输液反应等。
任职要求：
1、本科及以上，具备医师资格证书、西医内科执业范围；
2、具备3年及以上同岗位工作经验，热爱医学，将维护人类生命健康作为此生为之而奋斗的目标；
3、自驱力强，拥有健康生活理念，有运动或健身爱好者优先；
4、熟悉医学最新技术和治疗方法，了解相关的研究和进展；
5、具备良好的沟通能力，有耐心，抗压能力强，性格坚韧乐观；
6、有创新医学思维，善于接受新鲜事物。
入职五险一金，月休8天，无夜班，提供成都三级医院培训机会。","工作地点
黄石阳新县维他滴诊所
查看地图"
